"","MB_MR","SITE","SPECCODE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","SAMPTYPE","LITHCODE","LINENO","LENGTH","LENGTH_TYPE","AREA","SUBAREA","CLASS","CLASSN","GAF","INTVNUMB","PHOTO_NUM","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","NOTES2","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","OTOLITH","GF_area","LC_area"
"83","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-03,1,NA,11,8,23,2,9,11,"C","00123251","09",780,"STF",5,NA,1,"Private","SF",1,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"SSEO","SSEOC"
"84","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-03,1,NA,11,8,23,2,9,11,"C","00123251","10",790,"STF",5,NA,1,"Private","SF",1,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,79,11.2912744200948,9.7382433958611,12.9518637164953,NA,"SSEO","SSEOC"
"85","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-05,1,NA,11,8,23,1,5,10,"C","00123070","01",710,"STF",5,NA,2,"Charter","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEO","SSEOC"
"86","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-05,1,NA,11,8,23,1,5,10,"C","00123070","02",760,"STF",5,NA,2,"Charter","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEO","SSEOC"
"87","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-05,1,NA,11,8,23,1,5,10,"C","00123070","03",700,"STF",5,NA,2,"Charter","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEO","SSEOC"
"88","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-05,1,NA,11,8,23,1,5,10,"C","00123070","04",800,"STF",5,NA,2,"Charter","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,80,11.7609592329861,10.1433265474259,13.4906243080765,NA,"SSEO","SSEOC"
"89","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-05,1,NA,11,8,23,1,6,12,"D","00111103","01",980,"STF",1,NA,1,"Private","SF",2,"","2C",103600,"10360","103","60","103-60","","Catch Sampler","N_A",6,98,22.6988404372717,19.5767833424166,26.037121845414,NA,"SSEI","SSEOC"
"90","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-06,1,NA,11,8,23,2,9,11,"C","00123258","01",720,"STF",5,NA,2,"Charter","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEO","SSEOC"
"91","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-06,1,NA,11,8,23,2,9,11,"C","00123258","02",840,"STF",5,NA,2,"Charter","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"SSEO","SSEOC"
"92","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-06,1,NA,11,8,23,2,9,11,"C","00123258","03",740,"STF",5,NA,2,"Charter","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,74,9.13570271299549,7.87915458445051,10.4792755973192,NA,"SSEO","SSEOC"
"93","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-07,1,NA,11,8,24,2,9,11,"C","00123255","01",630,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,63,5.42368635597346,4.67769853713618,6.22133905439112,NA,"SSEO","SSEOC"
"94","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-07,1,NA,11,8,24,2,9,11,"C","00123255","02",670,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,67,6.62084693163495,5.71019855759206,7.59456408159744,NA,"SSEO","SSEOC"
"95","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-07,1,NA,11,8,24,2,9,11,"C","00123255","03",760,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEO","SSEOC"
"96","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-07,1,NA,11,8,24,2,9,11,"C","00123255","04",700,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEO","SSEOC"
"97","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-07,1,NA,11,8,24,1,6,12,"D","00111105","01",610,"STF",5,NA,1,"Private","SF",3,"","2C",104400,"10440","104","40","104-40","","Catch Sampler","N_A",6,61,4.88539689627812,4.21344679894347,5.60388424259482,NA,"SSEO","SSEOC"
"98","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-08,1,NA,12,9,24,2,9,11,"C","00123246","01",570,"STF",3,NA,1,"Private","SF",2,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,57,3.92162189915275,3.38223190223092,4.49836842996713,NA,"SSEI","SSEOC"
"99","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-08,1,NA,12,9,24,2,9,11,"C","00123246","02",1005,"STF",3,NA,1,"Private","SF",2,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,100.5,24.6291388319375,21.2415835141706,28.251306073847,NA,"SSEI","SSEOC"
"100","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-08,1,NA,12,9,24,2,9,11,"C","00123246","03",540,"STF",3,NA,1,"Private","SF",3,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,54,3.29144777475625,2.83873355325578,3.77551562583018,NA,"SSEI","SSEOC"
"101","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-08,1,NA,12,9,24,2,9,11,"C","00123246","04",760,"STF",3,NA,1,"Private","SF",3,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEI","SSEOC"
"102","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-08,1,NA,12,9,24,2,9,11,"C","00123246","05",840,"STF",3,NA,1,"Private","SF",3,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"SSEI","SSEOC"
"103","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-08,1,NA,12,9,24,1,6,12,"D","00118252","01",690,"STF",6,NA,1,"Private","SF",1,"","2C",104350,"10435","104","35","104-35","","Catch Sampler","N_A",6,69,7.28286468232178,6.2811606783156,8.35394370215975,NA,"SSEO","SSEOC"
"104","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-09,1,NA,12,9,24,2,7,11,"C","00123238","01",580,"STF",5,NA,1,"Private","SF",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,58,4.14894698877777,3.57829011234887,4.759125849424,NA,"SSEO","SSEOC"
"105","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-10,1,NA,12,9,24,2,9,11,"C","00123241","01",560,"STF",6,NA,1,"Private","SF",2,"","2C",104350,"10435","104","35","104-35","","Creel Sampler","N_A",6,56,3.70305697584006,3.19372896254249,4.24765952018151,NA,"SSEO","SSEOC"
"106","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-10,1,NA,12,9,24,2,9,11,"C","00123241","02",680,"STF",6,NA,1,"Private","SF",2,"","2C",104350,"10435","104","35","104-35","","Creel Sampler","N_A",6,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEO","SSEOC"
"107","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-10,1,NA,12,9,24,2,8,11,"C","00123241","03",750,"STF",5,NA,1,"Private","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEO","SSEOC"
"108","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-10,1,NA,12,9,24,2,8,11,"C","00123241","04",940,"STF",5,NA,1,"Private","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,94,19.8319506194401,17.1042129489918,22.7486032221592,NA,"SSEO","SSEOC"
"109","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-10,1,NA,12,9,24,2,8,11,"C","00123241","05",870,"STF",5,NA,1,"Private","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,87,15.4338247731885,13.3110166823064,17.7036521874675,NA,"SSEO","SSEOC"
"110","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-11,1,NA,12,9,24,1,13,10,"C","00123064","01",600,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,60,4.63064233543596,3.99373183786951,5.31166334436644,NA,"SSEO","SSEOC"
"111","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-11,1,NA,12,9,24,1,13,10,"C","00123064","02",640,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,64,5.70761016092118,4.92257072920152,6.54701906983802,NA,"SSEO","SSEOC"
"112","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-11,1,NA,12,9,24,1,13,10,"C","00123064","03",850,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,85,14.3135877905572,12.344859985371,16.4186637805435,NA,"SSEO","SSEOC"
"113","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-11,1,NA,12,9,24,1,13,10,"C","00123064","04",920,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,92,18.497104380677,15.9529649068762,21.2174433261454,NA,"SSEO","SSEOC"
"114","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,9,9,"C","00123353","01",610,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,61,4.88539689627812,4.21344679894347,5.60388424259482,NA,"SSEO","SSEOC"
"115","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,9,9,"C","00123353","02",700,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEO","SSEOC"
"116","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,9,9,"C","00123353","03",700,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEO","SSEOC"
"117","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,9,9,"C","00123353","04",780,"STF",5,NA,2,"Charter","SF",3,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"SSEO","SSEOC"
"118","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,9,9,"C","00123353","05",720,"STF",5,NA,2,"Charter","SF",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEO","SSEOC"
"119","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,9,9,"C","00123353","06",840,"STF",5,NA,2,"Charter","SF",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"SSEO","SSEOC"
"120","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,9,9,"C","00123353","07",690,"STF",5,NA,2,"Charter","SF",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,69,7.28286468232178,6.2811606783156,8.35394370215975,NA,"SSEO","SSEOC"
"121","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,9,9,"C","00123353","08",810,"STF",5,NA,2,"Charter","SF",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,81,12.2439810253286,10.5599122758681,14.0446833269046,NA,"SSEO","SSEOC"
"122","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,9,9,"C","00123353","09",800,"STF",5,NA,2,"Charter","SF",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,80,11.7609592329861,10.1433265474259,13.4906243080765,NA,"SSEO","SSEOC"
"123","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,7,9,"C","00123353","10",690,"STF",9,NA,1,"Private","SF",6,"","2C",104500,"10450","104","50","104-50","","Creel Sampler","N_A",6,69,7.28286468232178,6.2811606783156,8.35394370215975,NA,"SSEO","SSEOC"
"124","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,7,9,"C","00123353","11",770,"STF",9,NA,1,"Private","SF",6,"","2C",104500,"10450","104","50","104-50","","Creel Sampler","N_A",6,77,10.39109071556,8.96187328124,11.9192914640492,NA,"SSEO","SSEOC"
"125","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,7,9,"C","00123353","12",710,"STF",9,NA,1,"Private","SF",6,"","2C",104500,"10450","104","50","104-50","","Creel Sampler","N_A",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEO","SSEOC"
"126","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,7,9,"C","00123353","13",700,"STF",9,NA,1,"Private","SF",6,"","2C",104500,"10450","104","50","104-50","","Creel Sampler","N_A",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEO","SSEOC"
"127","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,7,9,"C","00123353","14",670,"STF",9,NA,1,"Private","SF",6,"","2C",104500,"10450","104","50","104-50","","Creel Sampler","N_A",6,67,6.62084693163495,5.71019855759206,7.59456408159744,NA,"SSEO","SSEOC"
"128","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,2,7,9,"C","00123353","15",710,"STF",9,NA,1,"Private","SF",6,"","2C",104500,"10450","104","50","104-50","","Creel Sampler","N_A",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEO","SSEOC"
"129","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,1,2,10,"C","00123059","01",710,"STF",5,NA,2,"Charter","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEO","SSEOC"
"130","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,1,2,10,"C","00123059","02",740,"STF",5,NA,2,"Charter","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,74,9.13570271299549,7.87915458445051,10.4792755973192,NA,"SSEO","SSEOC"
"131","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,1,2,10,"C","00123059","03",680,"STF",5,NA,2,"Charter","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEO","SSEOC"
"132","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,1,2,10,"C","00123059","04",750,"STF",5,NA,2,"Charter","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEO","SSEOC"
"133","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,1,2,10,"C","00123059","05",610,"STF",5,NA,2,"Charter","SF",2,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,61,4.88539689627812,4.21344679894347,5.60388424259482,NA,"SSEO","SSEOC"
"134","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,1,2,10,"C","00123059","06",680,"STF",3,NA,2,"Charter","SF",5,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","LEGAL",6,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEI","SSEOC"
"135","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,1,2,10,"C","00123059","07",680,"STF",3,NA,2,"Charter","SF",5,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","LEGAL",6,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEI","SSEOC"
"136","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,1,2,10,"C","00123059","08",520,"STF",3,NA,2,"Charter","SF",5,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","LEGAL",6,52,2.91260787966822,2.51200027504725,3.34096036581284,NA,"SSEI","SSEOC"
"137","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-12,1,NA,12,9,24,1,3,12,"D","00118249","01",710,"STF",7,NA,2,"Charter","SF",5,"","2C",104300,"10430","104","30","104-30","","Catch Sampler","LEGAL",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEO","SSEOC"
"138","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,1,9,"C","00123349","01",820,"STF",6,NA,2,"Charter","SF",3,"","2C",104350,"10435","104","35","104-35","","Creel Sampler","LEGAL",6,82,12.7405468281241,10.9881791366113,14.614278251693,NA,"SSEO","SSEOC"
"139","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,1,9,"C","00123349","02",570,"STF",6,NA,2,"Charter","SF",3,"","2C",104350,"10435","104","35","104-35","","Creel Sampler","LEGAL",6,57,3.92162189915275,3.38223190223092,4.49836842996713,NA,"SSEO","SSEOC"
"140","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,1,9,"C","00123349","03",1270,"STF",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,127,52.5720899895423,45.3411890544574,60.3037814424283,NA,"SSEO","SSEOC"
"141","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,2,9,"C","00123349","04",760,"STF",5,NA,2,"Charter","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEO","SSEOC"
"142","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,2,9,"C","00123349","05",660,"STF",5,NA,2,"Charter","SF",6,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,66,6.3059937777102,5.43865111903038,7.2334059883104,NA,"SSEO","SSEOC"
"143","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,2,9,"C","00123349","06",740,"STF",5,NA,2,"Charter","SF",9,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,74,9.13570271299549,7.87915458445051,10.4792755973192,NA,"SSEO","SSEOC"
"144","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,2,9,"C","00123349","07",690,"STF",5,NA,2,"Charter","SF",9,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,69,7.28286468232178,6.2811606783156,8.35394370215975,NA,"SSEO","SSEOC"
"145","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,2,9,"C","00123349","08",710,"STF",5,NA,2,"Charter","SF",9,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEO","SSEOC"
"146","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,5,9,"C","00123349","09",730,"STF",5,NA,2,"Charter","SF",11,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,73,8.74172728105141,7.53936755018688,10.0273588417485,NA,"SSEO","SSEOC"
"147","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,5,9,"C","00123349","10",720,"STF",5,NA,2,"Charter","SF",11,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEO","SSEOC"
"148","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,2,7,11,"C","00123239","01",670,"STF",5,NA,1,"Private","SF",9,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,67,6.62084693163495,5.71019855759206,7.59456408159744,NA,"SSEO","SSEOC"
"149","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,2,7,11,"C","00123239","02",780,"STF",5,NA,1,"Private","SF",9,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"SSEO","SSEOC"
"150","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,6,12,"D","00118243","01",900,"STF",5,NA,1,"Private","SF",1,"","2C",104400,"10440","104","40","104-40","","Catch Sampler","N_A",6,90,17.2257015058852,14.8564340647168,19.7590573060733,NA,"SSEO","SSEOC"
"151","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,6,12,"D","00118243","02",1010,"STF",5,NA,1,"Private","SF",1,"","2C",104400,"10440","104","40","104-40","","Catch Sampler","N_A",6,101,25.0283625747782,21.5858969931053,28.7092430008301,NA,"SSEO","SSEOC"
"152","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,6,12,"D","00118243","03",660,"STF",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Catch Sampler","N_A",6,66,6.3059937777102,5.43865111903038,7.2334059883104,NA,"SSEO","SSEOC"
"153","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,6,12,"D","00118243","04",630,"STF",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Catch Sampler","N_A",6,63,5.42368635597346,4.67769853713618,6.22133905439112,NA,"SSEO","SSEOC"
"154","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-13,1,NA,12,9,24,1,6,12,"D","00118243","05",630,"STF",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Catch Sampler","N_A",6,63,5.42368635597346,4.67769853713618,6.22133905439112,NA,"SSEO","SSEOC"
"155","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-14,1,NA,12,9,25,1,2,9,"C","00123315","01",640,"STF",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,64,5.70761016092118,4.92257072920152,6.54701906983802,NA,"SSEO","SSEOC"
"156","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-14,1,NA,12,9,25,1,2,9,"C","00123315","02",570,"STF",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,57,3.92162189915275,3.38223190223092,4.49836842996713,NA,"SSEO","SSEOC"
"157","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-14,1,NA,12,9,25,1,2,9,"C","00123315","03",760,"STF",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEO","SSEOC"
"158","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-14,1,NA,12,9,25,1,2,9,"C","00123315","04",690,"STF",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,69,7.28286468232178,6.2811606783156,8.35394370215975,NA,"SSEO","SSEOC"
"159","Marine Boat","CRAIG_KLAWOCK","200","B",760,2015,2015-06-14,1,NA,12,9,25,1,2,9,"C","00123315","05",760,"STF",5,NA,1,"Private","SF",4,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEO","SSEOC"
